row_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,tariff_plan,status,age,customer_value,cluster,churn,conjunto
384,8,0,37,3,7145,124,282,38,1,0,25,1596.105,0,0,treino
385,4,0,39,0,3898,90,13,33,0,0,25,237.96,1,0,teste
386,5,0,38,0,1845,52,49,25,0,1,30,271.88,1,0,teste
387,8,0,39,0,2960,61,186,28,0,0,25,972.945,0,0,treino
388,6,1,30,1,1495,44,204,16,1,0,25,987.255,0,1,teste
389,6,0,29,0,1748,47,41,73,0,0,45,147.375,1,0,treino
390,13,0,30,0,880,33,21,12,0,1,25,135.585,1,0,treino
391,2,0,29,0,1005,18,32,8,0,1,45,105.575,1,0,teste
392,12,0,28,0,1405,40,30,18,0,0,25,200.025,1,0,treino
393,4,0,28,0,3405,69,19,28,0,0,30,214.96,1,0,treino
394,4,0,21,0,1875,34,39,19,0,0,25,261.405,1,0,treino
395,18,0,20,1,6573,149,96,47,1,0,25,734.49,2,0,treino
396,14,0,18,0,9113,179,84,45,0,0,45,442.3,2,0,treino
397,10,0,19,3,3033,53,42,24,0,0,30,291.44,1,0,treino
398,4,0,12,1,4570,48,226,15,0,0,30,1088.72,0,0,teste
399,5,0,12,1,1668,27,11,12,0,0,30,111.8,1,1,teste
400,6,0,35,0,4190,63,0,12,0,0,30,170.12,1,0,treino
401,0,0,36,0,0,0,0,0,0,1,25,0.0,1,0,treino
402,8,0,34,0,2273,52,348,19,0,0,30,1485.0,0,0,treino
403,8,0,35,0,4018,58,0,30,0,0,15,224.18,1,0,treino
404,1,0,35,0,2213,50,0,28,0,0,15,124.465,1,0,treino
405,9,0,35,1,3595,74,21,23,0,0,30,230.76,1,0,teste
406,2,0,35,0,2180,31,274,13,0,0,30,1184.44,0,0,treino
407,11,0,34,2,8935,113,133,38,0,0,30,893.92,2,0,treino
408,5,0,35,0,13593,161,0,39,0,0,30,550.16,2,0,treino
409,5,0,35,1,4335,75,0,20,0,0,30,176.4,1,0,treino
410,4,0,35,0,5738,87,0,7,0,0,30,233.0,1,0,treino
411,7,0,35,0,2058,46,0,12,0,1,30,84.16,1,0,treino
412,23,0,35,3,14960,217,43,27,0,0,30,779.08,2,0,treino
413,2,0,35,1,2915,19,472,3,0,0,30,2005.36,0,0,treino
414,7,0,34,0,15305,174,139,25,0,0,25,1322.055,2,0,treino
415,1,0,34,1,6320,78,175,21,0,0,30,955.92,0,0,treino
416,0,0,34,0,695,6,0,6,0,1,25,31.545,1,0,treino
417,0,0,35,0,530,6,2,3,0,1,30,29.44,1,0,treino
418,0,1,34,0,0,0,0,0,0,1,25,0.0,1,1,treino
419,1,0,34,0,7328,119,373,38,0,0,25,2013.615,0,0,treino
420,5,0,34,1,11285,146,0,42,0,0,45,285.775,2,0,teste
421,6,0,34,1,6538,67,97,32,0,0,25,733.725,0,0,teste
422,21,1,30,0,775,39,5,12,0,1,25,59.13,1,1,treino
423,19,0,33,8,10255,85,0,37,0,0,55,155.1,2,0,treino
424,11,1,33,1,5638,90,15,19,0,0,25,325.26,1,1,treino
425,0,0,31,0,2660,14,0,9,0,0,30,106.96,1,0,treino
426,7,0,32,0,2810,33,0,11,0,1,30,113.72,1,1,treino
427,7,1,33,0,2088,36,23,26,0,1,30,176.96,1,1,teste
428,0,0,33,0,0,0,0,0,0,1,30,0.0,1,1,treino
429,0,0,33,0,1488,17,0,1,0,0,30,60.2,1,0,teste
430,1,0,30,1,6605,89,3,17,0,0,55,104.91,1,0,treino
431,0,0,33,0,0,0,0,0,0,1,45,0.0,1,1,treino
432,0,0,33,0,0,0,0,0,0,0,55,0.0,1,0,treino
433,23,0,28,3,15895,230,0,75,0,0,25,725.625,2,0,treino
434,4,0,31,3,6785,108,260,28,1,0,25,1480.185,0,0,treino
435,0,0,33,0,3538,74,0,23,0,0,25,162.54,1,0,treino
436,1,0,32,0,1485,36,27,15,0,1,30,168.84,1,0,treino
437,4,0,33,0,2600,45,164,18,0,0,25,857.025,0,0,treino
438,2,0,24,1,1135,28,182,6,1,0,25,871.335,0,0,treino
439,2,0,23,0,1388,31,19,63,0,0,45,82.975,1,0,treino
440,9,0,24,0,520,17,0,2,0,1,25,24.165,1,0,treino
441,0,0,23,0,0,0,10,0,0,1,45,25.0,1,0,treino
442,8,0,22,0,1045,24,8,8,0,0,25,84.105,1,0,treino
443,0,0,22,0,3045,53,0,18,0,0,30,123.92,1,0,treino
444,0,0,15,0,1515,18,17,9,0,0,25,145.485,1,0,teste
445,14,0,14,1,6213,133,74,37,1,0,25,618.57,2,0,teste
446,10,0,12,0,8753,163,62,35,0,0,45,377.9,2,0,treino
447,6,0,13,3,2673,37,20,14,0,0,30,188.4,1,0,treino
448,0,0,6,1,4210,32,204,5,0,0,30,985.68,0,0,teste
449,1,0,6,1,1308,11,0,2,0,0,30,52.76,1,1,treino
450,12,0,38,2,4970,81,26,32,0,0,30,306.04,1,0,treino
451,4,0,39,0,918,15,28,19,0,1,30,149.32,1,0,treino
452,14,0,37,2,3053,70,380,39,0,0,30,1644.92,0,0,teste
453,14,0,38,2,4798,76,22,50,0,0,15,389.07,2,0,treino
454,7,0,38,2,2993,68,23,48,0,0,25,241.245,1,0,treino
455,15,0,38,3,4375,92,53,43,0,0,30,390.68,2,0,treino
456,8,0,38,2,2960,49,306,33,0,0,30,1344.36,0,0,treino
457,17,0,37,4,9715,131,165,58,1,0,30,1053.84,2,0,treino
458,11,0,38,2,14373,179,21,59,0,0,30,666.08,2,0,treino
459,11,0,38,3,5115,93,23,40,0,0,30,300.32,2,0,treino
460,10,0,38,2,6518,105,28,27,0,0,30,376.92,2,0,treino
461,13,0,38,0,2838,64,29,32,0,1,30,232.08,1,0,treino
462,29,0,38,5,15740,235,75,47,0,0,30,939.0,2,0,teste
463,8,0,38,3,3695,37,504,23,0,0,30,2165.28,0,0,treino
464,13,0,37,2,16085,192,171,45,0,0,25,1501.965,2,0,treino
465,7,0,37,3,7100,96,207,41,0,0,30,1115.84,0,0,treino
466,4,0,37,0,1475,24,21,26,0,1,25,161.955,1,0,treino
467,6,0,38,0,1310,24,34,23,0,1,30,189.36,1,0,teste
468,4,0,37,0,600,10,21,15,0,1,25,121.95,1,1,treino
469,7,0,37,2,8108,137,405,58,0,0,30,1949.8,0,0,treino
470,11,0,37,3,12065,164,32,62,0,0,45,385.725,2,0,treino
471,12,0,37,3,7318,85,129,52,0,0,25,913.635,2,0,treino
472,27,1,33,0,1555,57,37,32,0,1,30,212.48,1,1,treino
473,25,0,36,10,11035,103,22,57,1,0,55,200.07,2,0,treino
474,17,0,36,3,6418,108,47,39,0,0,25,505.17,2,0,treino
475,5,0,34,2,3440,32,21,29,0,0,30,222.88,1,0,treino
476,13,1,35,0,3590,51,30,31,0,1,30,265.64,1,1,treino
477,13,1,36,0,2868,54,55,46,0,1,30,336.88,1,1,treino
478,4,0,36,0,733,12,21,17,0,1,30,113.8,1,1,treino
479,5,0,36,2,2268,35,21,21,0,0,45,110.075,1,0,treino
480,7,0,33,3,7385,107,35,37,0,0,55,164.88,2,0,treino
481,4,0,36,0,1228,17,30,19,0,1,45,106.125,1,1,treino
482,4,0,36,3,938,14,25,17,0,0,55,51.78,1,0,teste
483,29,0,31,5,16675,248,21,95,0,0,25,856.035,2,0,treino
484,10,0,34,5,7565,126,292,48,1,0,25,1660.095,0,0,teste
485,6,0,36,2,4318,92,23,43,0,0,30,268.4,1,0,treino
486,7,1,35,0,2265,54,59,35,0,1,30,328.76,1,1,treino
487,10,0,36,2,3380,63,196,38,0,0,25,1036.935,0,0,teste
488,8,0,27,3,1915,46,214,26,1,0,25,1051.245,0,0,treino
489,8,0,26,2,2168,49,51,83,0,0,45,182.925,2,0,treino
490,15,0,27,0,1300,35,31,22,0,1,30,177.4,1,0,teste
491,4,0,26,0,1425,20,42,18,0,1,45,141.125,1,0,teste
492,14,0,25,2,1825,42,40,28,0,0,25,264.015,1,0,treino
493,6,0,25,2,3825,71,29,38,0,0,30,271.84,1,0,teste
494,6,0,18,2,2295,36,49,29,0,0,25,325.395,1,0,teste
495,20,0,17,3,6993,151,106,57,1,0,25,798.48,2,0,teste
496,16,0,15,2,9533,181,94,55,0,0,55,286.71,2,0,treino
497,12,0,16,5,3453,55,52,34,0,0,30,348.32,2,0,treino
498,6,0,9,3,4990,50,236,25,0,0,30,1145.6,0,0,treino
499,7,1,9,3,2088,29,21,22,0,0,30,168.68,1,1,treino
500,4,0,38,0,3770,61,0,2,0,0,25,172.395,1,0,treino
501,0,0,39,0,0,0,0,0,0,1,25,0.0,1,0,treino
502,6,0,37,0,1853,50,338,9,0,0,25,1606.635,0,0,treino
503,6,0,38,0,3598,56,0,20,0,0,15,200.97,1,0,treino
504,0,0,38,0,1793,48,0,18,0,0,15,101.255,1,0,treino
505,7,0,38,0,3175,72,11,13,0,0,30,173.88,1,0,treino
506,0,0,38,0,1760,29,264,3,0,0,30,1127.56,0,0,treino
507,9,0,37,0,8515,111,123,28,0,0,30,837.04,2,0,treino
508,3,0,38,0,13173,159,0,29,0,0,30,533.28,2,0,treino
509,3,0,38,0,3915,73,0,10,0,0,30,159.52,1,0,treino
510,2,0,38,0,5318,85,0,15,0,0,25,243.135,1,0,treino
511,5,0,38,0,1638,44,0,2,0,1,30,67.28,1,0,treino
512,21,0,38,1,14540,215,33,17,0,0,30,722.2,2,0,teste
513,0,0,38,0,2495,17,462,7,0,0,30,1948.48,0,0,treino
514,5,0,37,0,14885,172,129,15,0,0,25,1258.065,2,0,teste
515,0,0,37,0,5900,76,165,11,0,0,30,899.04,0,0,treino
516,0,0,37,0,275,4,0,1,0,1,25,12.555,1,0,teste
517,0,0,38,0,110,4,0,1,0,1,25,5.13,1,0,treino
518,0,0,37,0,0,0,0,0,0,1,25,0.0,1,1,treino
519,0,0,37,0,6908,117,363,28,0,0,25,1949.625,0,0,treino
520,3,0,37,0,10865,144,0,32,0,0,30,440.36,2,0,treino
521,4,0,37,0,6118,65,87,22,0,0,25,669.735,1,0,teste
522,19,0,33,0,355,37,0,2,0,1,25,17.64,1,1,treino
523,17,0,36,6,9835,83,0,27,0,0,45,247.95,2,0,treino
524,9,1,36,0,5218,88,5,9,0,0,25,261.27,1,1,treino
525,0,0,34,0,2240,12,0,4,0,0,30,90.08,1,0,treino
526,5,0,35,0,2390,31,0,1,0,1,30,96.84,1,1,treino
527,5,0,36,0,1668,34,13,16,0,1,30,120.08,1,1,treino
528,0,0,36,0,0,0,0,0,0,1,30,0.0,1,1,treino
529,0,0,36,0,1068,15,0,3,0,0,30,43.32,1,0,treino
530,0,0,33,0,6185,87,0,7,0,0,45,156.8,1,0,treino
531,0,0,36,0,0,0,0,0,0,1,45,0.0,1,1,treino
532,0,0,36,0,0,0,0,0,0,0,55,0.0,1,0,treino
533,21,0,31,1,15475,228,0,65,0,0,25,706.635,2,0,teste
534,2,0,34,1,6365,106,250,18,1,0,25,1416.195,0,0,treino
535,0,0,36,0,3118,72,0,13,0,0,25,143.55,1,0,teste
536,0,0,35,0,1065,34,17,5,0,1,30,111.96,1,0,treino
537,2,0,36,0,2180,43,154,8,0,0,25,793.035,0,0,treino
538,0,0,27,0,715,26,172,1,1,0,25,807.345,0,0,treino
539,0,0,26,0,968,29,9,53,0,0,45,47.425,1,0,treino
540,7,0,27,0,100,15,0,3,0,1,25,5.175,1,0,treino
541,0,0,26,0,0,0,0,0,0,1,45,0.0,1,0,treino
542,6,0,25,0,625,22,0,2,0,0,25,29.115,1,0,teste
543,0,0,25,0,2625,51,0,8,0,0,30,107.04,1,0,treino
544,0,0,18,0,1095,16,7,6,0,0,25,81.495,1,0,treino
545,12,0,17,0,5793,131,64,27,1,0,15,677.82,1,0,treino
546,8,0,15,0,8333,161,52,25,0,0,45,342.35,2,0,treino
547,4,0,16,1,2253,35,10,4,0,0,30,131.52,1,0,teste
548,0,0,9,0,3790,30,194,23,0,0,30,928.8,0,0,treino
549,0,1,9,0,888,9,0,3,0,0,30,35.88,1,1,treino
550,8,0,39,1,4485,77,37,21,0,0,30,330.48,1,0,treino
551,0,0,40,0,433,11,39,8,0,1,30,173.76,1,0,treino
552,10,0,38,1,2568,66,391,28,0,0,30,1669.36,0,0,treino
553,10,0,39,1,4313,72,33,39,0,0,15,422.675,1,0,treino
554,3,0,39,1,2508,64,34,37,0,0,25,268.74,1,0,treino
555,11,0,39,2,3890,88,64,32,0,0,30,415.12,1,0,treino
556,4,0,39,1,2475,45,317,22,0,0,45,855.5,0,0,teste
557,13,0,38,3,9230,127,176,47,0,0,30,1078.28,2,0,treino
558,7,0,39,1,13888,175,32,48,0,0,30,690.52,2,0,treino
559,7,0,39,2,4630,89,34,29,0,0,30,324.76,1,0,teste
560,6,0,39,1,6033,101,39,16,0,0,30,401.36,1,0,teste
561,9,1,39,0,2353,60,40,21,0,1,30,256.52,1,0,treino
562,25,0,39,4,15255,231,86,36,0,0,30,963.44,2,0,treino
563,4,0,39,2,3210,33,515,12,0,0,45,1368.575,0,0,teste
564,9,0,38,1,15600,188,182,34,0,0,25,1529.46,2,0,treino
565,3,0,38,2,6615,92,218,30,0,0,30,1140.28,0,0,treino
566,0,0,38,0,990,20,32,15,0,1,25,189.45,1,0,treino
567,2,0,39,0,825,20,45,12,0,1,30,213.8,1,0,treino
568,0,0,38,0,115,6,32,4,0,1,25,149.445,1,1,teste
569,3,0,38,1,7623,133,416,47,0,0,30,1974.24,0,0,treino
570,7,0,38,2,11580,160,43,51,0,0,45,401.0,2,0,treino
571,8,0,38,2,6833,81,140,41,0,0,25,941.13,0,0,treino
572,23,1,34,0,1070,53,48,21,0,1,30,236.92,1,1,treino
573,21,0,37,9,10550,99,33,46,0,0,55,209.235,2,0,teste
574,13,0,37,2,5933,104,58,28,0,0,30,473.48,2,0,teste
575,1,0,35,1,2955,28,32,18,0,0,30,247.32,1,0,treino
576,9,1,36,0,3105,47,41,20,0,1,30,290.08,1,1,treino
577,9,0,37,0,2383,50,66,35,0,1,45,225.825,1,1,teste
578,0,0,37,0,248,8,32,6,0,1,30,138.24,1,1,teste
579,1,0,37,1,1783,31,32,10,0,0,45,125.35,1,0,treino
580,3,0,34,2,6900,103,46,26,0,0,55,174.045,1,0,treino
581,0,0,37,0,743,13,41,8,0,1,45,121.4,1,1,treino
582,0,0,37,2,453,10,36,6,0,0,55,60.945,1,0,treino
583,25,0,32,4,16190,244,32,84,1,0,25,883.53,2,0,treino
584,6,0,35,4,7080,122,303,37,1,0,30,1500.08,0,0,treino
585,2,0,37,1,3833,88,34,32,0,0,30,292.84,1,0,treino
586,3,0,36,0,1780,50,70,24,0,1,45,220.75,1,0,treino
587,6,0,37,1,2895,59,207,27,0,0,25,1064.43,0,0,treino
588,4,0,28,2,1430,42,225,15,1,0,30,958.88,0,0,treino
589,4,0,27,1,1683,45,62,72,0,0,55,118.92,1,0,treino
590,11,0,28,0,815,31,42,11,0,1,30,201.84,1,0,treino
591,0,0,27,0,940,16,53,7,0,1,45,156.4,1,0,teste
592,10,0,26,1,1340,38,51,17,0,0,25,291.51,1,0,treino
593,2,0,26,1,3340,67,40,27,0,0,30,296.28,1,0,treino
594,2,0,19,1,1810,32,60,18,0,0,30,313.68,1,0,treino
595,16,0,18,2,6508,147,117,46,1,0,25,825.975,2,0,teste
596,12,0,16,1,9048,177,105,44,0,0,55,295.875,2,0,teste
597,8,0,17,4,2968,51,63,23,1,0,30,372.76,1,0,treino
598,2,0,10,2,4505,46,247,14,0,0,30,1170.04,0,0,treino
599,3,0,10,2,1603,25,32,11,0,0,30,193.12,1,1,treino
600,8,0,37,0,4255,65,0,13,0,0,25,194.4,1,0,treino
601,0,0,38,0,0,0,0,0,0,1,25,0.0,1,0,treino
602,10,0,36,0,2338,54,327,20,0,0,25,1579.14,0,0,treino
603,10,0,37,0,4083,60,0,31,0,0,15,227.865,1,0,teste
604,3,0,37,0,2278,52,0,29,0,0,15,128.15,1,0,teste
605,11,0,37,0,3660,76,0,24,0,0,25,168.12,1,0,treino
606,4,0,37,0,2245,33,253,14,0,0,30,1103.12,0,0,treino
607,13,0,36,1,9000,115,112,39,0,0,30,812.6,2,0,treino
608,7,0,37,0,13658,163,0,40,0,0,30,552.84,2,0,treino
609,7,0,37,0,4400,77,0,21,0,0,30,179.08,1,0,treino
610,6,0,37,0,5803,89,0,8,0,0,25,265.14,1,0,treino
611,9,0,37,0,2123,48,0,13,0,1,30,86.84,1,0,treino
612,25,0,37,2,15025,219,22,28,0,0,30,697.76,2,0,teste
613,4,0,37,0,2980,21,451,4,0,0,30,1924.04,0,0,treino
614,9,0,36,0,15370,176,118,26,0,0,25,1230.57,2,0,treino
615,3,0,36,0,6385,80,154,22,0,0,30,874.6,0,0,treino
616,0,0,36,0,760,8,0,7,0,1,25,34.56,1,0,treino
617,2,0,37,0,595,8,0,4,0,1,25,27.135,1,0,treino
618,0,1,36,0,0,0,0,0,0,1,25,0.0,1,1,treino
619,3,0,36,0,7393,121,352,39,0,0,25,1922.13,0,0,teste
620,7,0,36,0,11350,148,0,43,0,0,30,459.92,2,0,treino
621,8,0,36,0,6603,69,76,33,0,0,25,642.24,1,0,treino
622,23,0,32,0,840,41,0,13,0,1,25,39.645,1,1,treino
623,21,0,35,7,10320,87,0,38,1,0,45,260.175,2,0,treino
624,13,1,35,0,5703,92,0,20,0,0,25,260.775,1,1,treino
625,1,0,33,0,2725,16,0,10,0,0,30,109.64,1,0,treino
626,9,1,34,0,2875,35,0,12,0,1,25,130.95,1,1,treino
627,9,0,35,0,2153,38,2,27,0,1,30,95.64,1,1,treino
628,0,0,35,0,0,0,0,0,0,1,25,0.0,1,1,treino
629,1,0,35,0,1553,19,0,2,0,0,30,62.88,1,0,treino
630,3,0,32,0,6670,91,0,18,0,0,45,169.025,1,0,treino
631,0,0,35,0,513,1,0,3,0,1,45,12.85,1,1,teste
632,0,0,35,0,0,0,0,0,0,0,45,0.0,1,0,treino
633,25,0,30,2,15960,232,0,76,0,0,25,728.64,2,0,treino
634,6,0,33,2,6850,110,239,29,1,0,25,1388.7,0,0,treino
635,2,0,35,0,3603,76,0,24,0,0,25,165.555,1,0,treino
636,3,0,34,0,1550,38,6,16,0,1,30,87.52,1,0,treino
637,6,0,35,0,2665,47,143,19,0,0,25,765.54,1,0,treino
638,4,0,26,0,1200,30,161,7,1,0,25,779.85,0,0,treino
639,4,0,25,0,1453,33,0,64,0,0,45,37.15,1,0,treino
640,11,0,26,0,585,19,0,3,0,1,25,27.18,1,0,treino
641,0,0,25,0,710,4,0,1,0,1,45,17.85,1,0,treino
642,10,0,24,0,1110,26,0,9,0,0,25,51.12,1,0,treino
643,2,0,24,0,3110,55,0,19,0,0,30,126.6,1,0,teste
644,2,0,17,0,1580,20,0,10,0,0,25,72.0,1,0,treino
645,16,0,16,0,6278,135,53,38,1,0,15,644.215,2,0,treino
646,12,0,14,0,8818,165,41,36,0,0,45,327.075,2,0,treino
647,8,0,15,2,2738,39,0,15,0,0,30,111.08,1,0,teste
648,2,0,8,0,4275,34,183,6,0,0,30,904.36,0,0,treino
649,3,1,8,0,1373,13,0,3,0,0,25,62.37,1,1,treino
650,10,0,38,0,4560,72,14,20,0,0,30,241.28,1,0,teste
651,2,0,39,0,508,6,16,7,0,1,25,95.13,1,0,treino
652,12,0,37,0,2643,61,368,27,0,0,30,1580.16,0,0,treino
653,12,0,38,0,4388,67,10,38,0,0,15,300.025,1,0,treino
654,5,0,38,0,2583,59,11,36,0,0,15,205.81,1,0,teste
655,13,0,38,1,3965,83,41,31,0,0,30,325.92,1,0,teste
656,6,0,38,0,2550,40,294,21,0,0,30,1279.6,0,0,treino
657,15,0,37,2,9305,122,153,46,0,0,30,989.08,2,0,treino
658,9,0,38,0,13963,170,9,47,0,0,30,601.32,2,0,treino
659,9,0,38,1,4705,84,11,28,0,0,30,235.56,1,0,treino
660,8,0,38,0,6108,96,16,15,0,0,30,312.16,1,0,treino
661,11,1,38,0,2428,55,17,20,0,1,30,167.32,1,0,treino
662,27,0,38,3,15330,226,63,35,0,0,30,874.24,2,0,treino
663,6,0,38,1,3285,28,492,11,0,0,30,2100.52,0,0,treino
664,11,0,37,0,15675,183,159,33,0,0,25,1429.11,2,0,treino
665,5,0,37,1,6690,87,195,29,0,0,30,1051.08,0,0,teste
666,2,0,37,0,1065,15,9,14,0,1,25,89.1,1,0,teste
667,4,0,38,0,900,15,22,11,0,1,30,124.6,1,0,treino
668,2,0,37,0,190,1,9,3,0,1,25,49.095,1,1,treino
669,5,0,37,0,7698,128,393,46,0,0,25,2120.67,0,0,treino
670,9,0,37,1,11655,155,20,50,0,0,45,345.25,2,0,teste
671,10,0,37,1,6908,76,117,40,0,0,25,840.78,0,0,treino
672,25,1,33,0,1145,48,25,20,0,1,25,166.185,1,1,teste
673,23,0,36,8,10625,94,10,45,0,0,55,175.785,2,0,treino
674,15,0,36,1,6008,99,35,27,0,0,25,432.315,2,1,treino
675,3,0,34,0,3030,23,9,17,0,0,30,158.12,1,0,treino
676,11,1,35,0,3180,42,18,19,0,1,30,200.88,1,1,treino
677,11,1,36,0,2458,45,43,34,0,1,30,272.12,1,1,treino
678,2,0,36,0,323,3,9,5,0,1,30,49.04,1,1,treino
679,3,0,36,0,1858,26,9,9,0,0,30,111.36,1,0,teste
680,5,0,33,1,6975,98,23,25,0,0,55,140.595,1,0,treino
681,2,0,36,0,818,8,18,7,0,1,45,65.65,1,1,treino
682,2,0,36,1,528,5,13,5,0,0,55,27.495,1,0,teste
683,27,0,31,3,16265,239,9,83,0,0,25,783.18,2,0,treino
684,8,0,34,3,7155,117,280,36,1,0,25,1587.24,0,0,treino
685,4,0,36,0,3908,83,11,31,0,0,25,229.095,1,0,treino
686,5,0,35,0,1855,45,47,23,0,1,30,264.0,1,0,teste
687,8,0,36,0,2970,54,184,26,0,0,25,964.08,0,0,teste
688,6,1,27,1,1505,37,202,14,1,0,25,978.39,0,1,treino
689,6,0,26,0,1758,40,39,71,0,0,45,142.45,1,0,teste
690,13,0,27,0,890,26,19,10,0,1,25,126.72,1,0,treino
691,2,0,26,0,1015,11,30,6,0,1,45,100.65,1,0,treino
692,12,0,25,0,1415,33,28,16,0,0,25,191.16,1,0,treino
693,4,0,25,0,3415,62,17,26,0,0,30,207.08,1,0,treino
694,4,0,18,0,1885,27,37,17,0,0,25,252.54,1,0,treino
695,18,0,17,1,6582,142,94,45,1,0,25,725.58,2,0,treino
696,14,0,15,0,9122,172,82,43,0,0,45,437.35,2,0,teste
697,10,0,16,3,3042,46,40,22,0,0,30,283.52,1,0,treino
698,4,0,9,1,4580,41,224,13,0,0,30,1080.84,0,0,treino
699,5,0,9,1,1677,20,9,10,0,0,30,103.88,1,1,treino
700,6,0,38,0,4180,70,0,14,0,0,30,170.0,1,0,treino
701,0,0,39,0,128,4,0,1,0,1,25,5.94,1,0,teste
702,8,0,37,0,2263,59,350,21,0,0,30,1492.88,0,0,treino
703,8,0,38,0,4008,65,0,32,0,0,15,224.015,1,0,teste
704,1,0,38,0,2203,57,0,30,0,0,15,124.3,1,0,treino
705,9,0,38,1,3585,81,23,25,0,0,30,238.64,1,0,treino
706,2,0,38,0,2170,38,276,15,0,0,30,1192.32,0,0,treino
707,11,0,37,2,8925,120,135,40,0,0,30,901.8,2,0,treino
708,5,0,38,0,13583,168,0,41,0,0,30,550.04,2,0,treino
709,5,0,38,1,4325,82,0,22,0,0,30,176.28,1,0,treino
710,4,0,38,0,5728,94,0,9,0,0,30,232.88,1,0,treino
711,7,0,38,0,2048,53,0,14,0,1,30,84.04,1,0,treino
712,23,0,38,3,14950,224,45,29,0,0,30,786.96,2,0,treino
713,2,0,38,1,2905,26,474,5,0,0,30,2013.24,0,0,treino
714,7,0,37,0,15295,181,141,27,0,0,25,1330.92,2,0,treino
715,1,0,37,1,6310,85,177,23,0,0,30,963.8,0,0,treino
716,0,0,37,0,685,13,0,8,0,1,25,31.41,1,0,treino
717,0,0,38,0,520,13,4,5,0,1,30,37.32,1,0,teste
718,0,0,37,0,0,0,0,0,0,1,25,0.0,1,1,treino
719,1,0,37,0,7318,126,375,40,0,0,25,2022.48,0,0,treino
720,5,0,37,1,11275,153,2,44,0,0,45,290.7,2,0,treino
721,6,0,37,1,6528,74,99,34,0,0,25,742.59,0,0,treino
722,21,0,33,0,765,46,7,14,0,1,25,67.995,1,1,treino
723,19,0,36,8,10245,92,0,39,1,0,55,155.055,2,0,teste
724,11,0,36,1,5628,97,17,21,0,0,25,334.125,1,1,teste
725,0,0,34,0,2650,21,0,11,0,0,30,106.84,1,0,treino
726,7,1,35,0,2800,40,0,13,0,1,30,113.6,1,1,treino
727,7,0,36,0,2078,43,25,28,0,1,30,184.84,1,1,teste
728,0,0,36,0,0,0,0,0,0,1,30,0.0,1,1,treino
729,0,0,36,0,1478,24,0,3,0,0,30,60.08,1,0,treino
730,1,0,33,1,6595,96,5,19,0,0,55,107.865,1,0,treino
731,0,0,36,0,438,6,0,1,0,1,45,11.1,1,1,treino
732,0,0,36,1,0,0,0,0,0,0,55,0.0,1,0,treino
733,23,0,31,3,15885,237,0,77,0,0,25,725.49,2,0,treino
734,4,0,34,3,6775,115,262,30,1,0,25,1489.05,0,0,treino
735,0,0,36,0,3528,81,0,25,0,0,25,162.405,1,0,treino
736,1,0,35,0,1475,43,29,17,0,1,30,176.72,1,0,teste
737,4,0,36,0,2590,52,166,20,0,0,25,865.89,0,0,treino
738,2,0,27,1,1125,35,184,8,1,0,25,880.2,0,0,treino
739,2,0,26,0,1378,38,21,65,0,0,45,87.9,1,0,treino
740,9,0,27,0,510,24,1,4,0,1,25,28.53,1,0,treino
741,0,0,26,0,635,9,12,1,0,1,45,46.1,1,0,treino
742,8,0,25,0,1035,31,10,10,0,0,25,92.97,1,0,treino
743,0,0,25,0,3035,60,0,20,0,0,30,123.8,1,0,treino
744,0,0,18,0,1505,25,19,11,0,0,25,154.35,1,0,treino
745,14,0,17,1,6202,140,76,39,1,0,25,627.39,2,0,treino
746,10,0,15,0,8742,170,64,37,0,0,45,382.8,2,0,treino
747,6,0,16,3,2662,44,22,16,0,0,30,196.24,1,0,treino
748,0,0,9,1,4200,39,206,7,0,0,30,993.56,0,0,treino
749,1,0,9,1,1297,18,0,4,0,0,30,52.6,1,1,treino
750,6,0,33,0,4370,65,0,16,0,0,25,199.575,1,0,treino
751,0,0,34,0,318,4,0,3,0,1,25,14.49,1,0,teste
752,8,0,32,0,2453,54,351,23,0,0,25,1692.315,0,0,treino
753,8,0,33,0,4198,60,0,34,0,0,15,234.19,1,0,teste
754,1,0,33,0,2393,52,0,32,0,0,15,134.475,1,0,treino
755,9,0,33,0,3775,76,24,27,0,0,25,281.295,1,0,treino
756,2,0,33,0,2360,33,277,17,0,0,30,1203.72,0,0,treino
757,11,0,32,1,9115,115,136,42,0,0,30,913.2,2,0,treino
758,5,0,33,0,13773,163,0,43,0,0,30,557.44,2,0,teste
759,5,0,33,0,4515,77,0,24,0,0,30,183.68,1,0,treino
760,4,0,33,0,5918,89,0,11,0,0,25,270.315,1,0,treino
761,7,1,33,0,2238,48,0,16,0,1,30,91.44,1,0,teste
762,23,0,33,2,15140,219,46,31,0,0,30,798.36,2,0,treino
763,2,0,33,0,3095,21,475,7,0,0,30,2024.64,0,0,teste
764,7,0,32,0,15485,176,142,29,0,0,25,1343.745,2,0,treino
765,1,0,32,0,6500,80,178,25,0,0,30,975.2,0,0,treino
766,0,0,32,0,875,8,0,10,0,1,25,39.735,1,0,treino
767,0,0,33,0,710,8,5,7,0,1,25,54.81,1,0,treino
768,0,0,32,0,0,0,0,0,0,1,25,0.0,1,1,treino
769,1,0,32,0,7508,121,376,42,0,0,25,2035.305,0,0,treino
