row_id,real,previsto,score,experimento,conjunto
1,0,0,0.025,Random Forest | Sem balanceamento,treino
1699,1,1,1.0,Random Forest | Sem balanceamento,treino
1700,0,0,0.0,Random Forest | Sem balanceamento,treino
1701,0,0,0.3325,Random Forest | Sem balanceamento,treino
1702,0,0,0.0,Random Forest | Sem balanceamento,treino
1704,0,0,0.0,Random Forest | Sem balanceamento,treino
1705,0,0,0.015,Random Forest | Sem balanceamento,treino
1706,0,0,0.0,Random Forest | Sem balanceamento,treino
1707,0,0,0.0,Random Forest | Sem balanceamento,treino
1709,0,0,0.0,Random Forest | Sem balanceamento,treino
1710,0,0,0.075,Random Forest | Sem balanceamento,treino
1711,0,0,0.255,Random Forest | Sem balanceamento,treino
1714,0,0,0.0,Random Forest | Sem balanceamento,treino
1715,0,0,0.0,Random Forest | Sem balanceamento,treino
1716,0,0,0.03308333333333333,Random Forest | Sem balanceamento,treino
1717,0,0,0.085,Random Forest | Sem balanceamento,treino
1721,0,0,0.0,Random Forest | Sem balanceamento,treino
1722,1,1,0.895,Random Forest | Sem balanceamento,treino
1723,0,0,0.0,Random Forest | Sem balanceamento,treino
1724,1,1,0.9,Random Forest | Sem balanceamento,treino
1725,0,0,0.0,Random Forest | Sem balanceamento,treino
1726,1,1,0.93,Random Forest | Sem balanceamento,treino
1727,1,1,0.99,Random Forest | Sem balanceamento,treino
1728,1,1,0.995,Random Forest | Sem balanceamento,treino
1729,0,0,0.01,Random Forest | Sem balanceamento,treino
1730,0,0,0.0,Random Forest | Sem balanceamento,treino
1731,1,1,0.88,Random Forest | Sem balanceamento,treino
1732,0,0,0.005,Random Forest | Sem balanceamento,treino
1733,0,0,0.0,Random Forest | Sem balanceamento,treino
1734,0,0,0.0,Random Forest | Sem balanceamento,treino
1735,0,0,0.0,Random Forest | Sem balanceamento,treino
1738,0,0,0.0,Random Forest | Sem balanceamento,treino
1739,0,0,0.0,Random Forest | Sem balanceamento,treino
1740,0,0,0.015,Random Forest | Sem balanceamento,treino
1741,0,0,0.06242857142857144,Random Forest | Sem balanceamento,treino
1742,0,0,0.005,Random Forest | Sem balanceamento,treino
1744,0,0,0.0,Random Forest | Sem balanceamento,treino
1747,0,0,0.0,Random Forest | Sem balanceamento,treino
1748,0,0,0.0,Random Forest | Sem balanceamento,treino
1749,1,1,0.995,Random Forest | Sem balanceamento,treino
1750,0,0,0.0,Random Forest | Sem balanceamento,treino
1751,0,0,0.4668991865977161,Random Forest | Sem balanceamento,treino
1752,0,0,0.0,Random Forest | Sem balanceamento,treino
1753,0,0,0.0,Random Forest | Sem balanceamento,treino
1754,0,0,0.0,Random Forest | Sem balanceamento,treino
1755,0,0,0.0,Random Forest | Sem balanceamento,treino
1756,0,0,0.0,Random Forest | Sem balanceamento,treino
1757,0,0,0.0,Random Forest | Sem balanceamento,treino
1758,0,0,0.0,Random Forest | Sem balanceamento,treino
1759,0,0,0.0,Random Forest | Sem balanceamento,treino
1762,0,0,0.0,Random Forest | Sem balanceamento,treino
1763,0,0,0.0,Random Forest | Sem balanceamento,treino
1764,0,0,0.0,Random Forest | Sem balanceamento,treino
1765,0,0,0.005,Random Forest | Sem balanceamento,treino
1766,0,0,0.0425,Random Forest | Sem balanceamento,treino
1767,0,0,0.14476190476190476,Random Forest | Sem balanceamento,treino
1768,1,1,0.5892722262902217,Random Forest | Sem balanceamento,treino
1769,0,0,0.0,Random Forest | Sem balanceamento,treino
1771,0,0,0.0,Random Forest | Sem balanceamento,treino
1772,1,1,0.98,Random Forest | Sem balanceamento,treino
1774,1,1,0.84,Random Forest | Sem balanceamento,treino
1775,0,0,0.0,Random Forest | Sem balanceamento,treino
1776,1,1,0.975,Random Forest | Sem balanceamento,treino
1778,1,1,1.0,Random Forest | Sem balanceamento,treino
1781,1,1,0.995,Random Forest | Sem balanceamento,treino
1783,0,0,0.0,Random Forest | Sem balanceamento,treino
1784,0,0,0.0,Random Forest | Sem balanceamento,treino
1785,0,0,0.0,Random Forest | Sem balanceamento,treino
1786,0,0,0.03,Random Forest | Sem balanceamento,treino
1788,0,0,0.0,Random Forest | Sem balanceamento,treino
1789,0,0,0.02,Random Forest | Sem balanceamento,treino
1791,0,0,0.025,Random Forest | Sem balanceamento,treino
1792,0,0,0.0,Random Forest | Sem balanceamento,treino
1795,0,0,0.0,Random Forest | Sem balanceamento,treino
1796,0,0,0.0,Random Forest | Sem balanceamento,treino
1797,0,0,0.03,Random Forest | Sem balanceamento,treino
1798,0,0,0.0,Random Forest | Sem balanceamento,treino
1799,1,1,0.96,Random Forest | Sem balanceamento,treino
1800,0,0,0.0,Random Forest | Sem balanceamento,treino
1801,0,1,0.5222956349206347,Random Forest | Sem balanceamento,treino
1802,0,0,0.0,Random Forest | Sem balanceamento,treino
1803,0,0,0.0,Random Forest | Sem balanceamento,treino
1804,0,0,0.005,Random Forest | Sem balanceamento,treino
1805,0,0,0.0,Random Forest | Sem balanceamento,treino
1806,0,0,0.0,Random Forest | Sem balanceamento,treino
1807,0,0,0.0,Random Forest | Sem balanceamento,treino
1809,0,0,0.0,Random Forest | Sem balanceamento,treino
1810,0,0,0.03,Random Forest | Sem balanceamento,treino
1811,0,0,0.06,Random Forest | Sem balanceamento,treino
1812,0,0,0.005,Random Forest | Sem balanceamento,treino
1815,0,0,0.0,Random Forest | Sem balanceamento,treino
1816,0,0,0.035,Random Forest | Sem balanceamento,treino
1817,0,0,0.0425,Random Forest | Sem balanceamento,treino
1818,1,1,0.6286071428571428,Random Forest | Sem balanceamento,treino
1819,0,0,0.0,Random Forest | Sem balanceamento,treino
1820,0,0,0.0,Random Forest | Sem balanceamento,treino
1821,0,0,0.0,Random Forest | Sem balanceamento,treino
1822,1,1,0.795,Random Forest | Sem balanceamento,treino
1823,0,0,0.005,Random Forest | Sem balanceamento,treino
1824,1,1,0.845,Random Forest | Sem balanceamento,treino
1825,0,0,0.005,Random Forest | Sem balanceamento,treino
1826,1,1,0.815,Random Forest | Sem balanceamento,treino
1828,1,1,0.6342619047619046,Random Forest | Sem balanceamento,treino
1830,0,0,0.005,Random Forest | Sem balanceamento,treino
1831,1,1,0.9877380952380952,Random Forest | Sem balanceamento,treino
1833,0,0,0.0,Random Forest | Sem balanceamento,treino
1834,0,0,0.0,Random Forest | Sem balanceamento,treino
1836,0,0,0.04,Random Forest | Sem balanceamento,treino
1837,0,0,0.0,Random Forest | Sem balanceamento,treino
1840,0,0,0.011000000000000001,Random Forest | Sem balanceamento,treino
1841,0,0,0.015,Random Forest | Sem balanceamento,treino
1842,0,0,0.0,Random Forest | Sem balanceamento,treino
1844,0,0,0.105,Random Forest | Sem balanceamento,treino
1845,0,0,0.0,Random Forest | Sem balanceamento,treino
1846,0,0,0.01,Random Forest | Sem balanceamento,treino
1847,0,0,0.025,Random Forest | Sem balanceamento,treino
1848,0,0,0.0,Random Forest | Sem balanceamento,treino
1849,1,1,0.99,Random Forest | Sem balanceamento,treino
1850,0,0,0.01,Random Forest | Sem balanceamento,treino
1853,0,0,0.0,Random Forest | Sem balanceamento,treino
1854,0,0,0.0,Random Forest | Sem balanceamento,treino
1857,0,0,0.0,Random Forest | Sem balanceamento,treino
1858,0,0,0.0,Random Forest | Sem balanceamento,treino
1859,0,0,0.005,Random Forest | Sem balanceamento,treino
1861,0,0,0.03,Random Forest | Sem balanceamento,treino
1862,0,0,0.0,Random Forest | Sem balanceamento,treino
1863,0,0,0.005,Random Forest | Sem balanceamento,treino
1864,0,0,0.0,Random Forest | Sem balanceamento,treino
1865,0,0,0.0,Random Forest | Sem balanceamento,treino
1866,0,0,0.06110714285714287,Random Forest | Sem balanceamento,treino
1868,1,1,0.9104761904761905,Random Forest | Sem balanceamento,treino
1869,0,0,0.0,Random Forest | Sem balanceamento,treino
1870,0,0,0.0,Random Forest | Sem balanceamento,treino
1871,0,0,0.0,Random Forest | Sem balanceamento,treino
1874,1,1,0.865,Random Forest | Sem balanceamento,treino
1875,0,0,0.0,Random Forest | Sem balanceamento,treino
1876,1,1,0.91,Random Forest | Sem balanceamento,treino
1877,1,1,0.855,Random Forest | Sem balanceamento,treino
1878,1,1,0.9,Random Forest | Sem balanceamento,treino
1879,0,0,0.02,Random Forest | Sem balanceamento,treino
1881,1,1,0.905,Random Forest | Sem balanceamento,treino
1882,0,0,0.01,Random Forest | Sem balanceamento,treino
1883,0,0,0.0,Random Forest | Sem balanceamento,treino
1885,0,0,0.0,Random Forest | Sem balanceamento,treino
1888,0,0,0.0,Random Forest | Sem balanceamento,treino
1889,0,0,0.0,Random Forest | Sem balanceamento,treino
1890,0,0,0.055,Random Forest | Sem balanceamento,treino
1891,0,0,0.11380952380952379,Random Forest | Sem balanceamento,treino
1892,0,0,0.01,Random Forest | Sem balanceamento,treino
1893,0,0,0.0,Random Forest | Sem balanceamento,treino
1894,0,0,0.0,Random Forest | Sem balanceamento,treino
1895,0,0,0.0,Random Forest | Sem balanceamento,treino
1896,0,0,0.0,Random Forest | Sem balanceamento,treino
1897,0,0,0.005,Random Forest | Sem balanceamento,treino
1898,0,0,0.005,Random Forest | Sem balanceamento,treino
1899,1,1,0.82,Random Forest | Sem balanceamento,treino
1900,0,0,0.015,Random Forest | Sem balanceamento,treino
1901,0,0,0.195,Random Forest | Sem balanceamento,treino
1902,0,0,0.0,Random Forest | Sem balanceamento,treino
1903,0,0,0.0,Random Forest | Sem balanceamento,treino
1904,0,0,0.0,Random Forest | Sem balanceamento,treino
1905,0,0,0.005,Random Forest | Sem balanceamento,treino
1906,0,0,0.005,Random Forest | Sem balanceamento,treino
1907,0,0,0.0,Random Forest | Sem balanceamento,treino
1908,0,0,0.0,Random Forest | Sem balanceamento,treino
1909,0,0,0.035,Random Forest | Sem balanceamento,treino
1910,0,0,0.02,Random Forest | Sem balanceamento,treino
1913,0,0,0.0,Random Forest | Sem balanceamento,treino
1914,0,0,0.0,Random Forest | Sem balanceamento,treino
1915,0,0,0.0,Random Forest | Sem balanceamento,treino
1917,0,0,0.02,Random Forest | Sem balanceamento,treino
1918,1,1,0.8721626984126983,Random Forest | Sem balanceamento,treino
1919,0,0,0.0,Random Forest | Sem balanceamento,treino
1920,0,0,0.0,Random Forest | Sem balanceamento,treino
1921,0,0,0.0,Random Forest | Sem balanceamento,treino
1923,0,0,0.0,Random Forest | Sem balanceamento,treino
1924,0,0,0.04,Random Forest | Sem balanceamento,treino
1926,1,1,0.915,Random Forest | Sem balanceamento,treino
1928,1,1,0.82,Random Forest | Sem balanceamento,treino
1929,0,0,0.025,Random Forest | Sem balanceamento,treino
1930,0,0,0.0,Random Forest | Sem balanceamento,treino
1931,1,1,0.785,Random Forest | Sem balanceamento,treino
1932,0,0,0.02,Random Forest | Sem balanceamento,treino
1933,0,0,0.0,Random Forest | Sem balanceamento,treino
1934,0,0,0.0,Random Forest | Sem balanceamento,treino
1937,0,0,0.0,Random Forest | Sem balanceamento,treino
1938,0,0,0.0,Random Forest | Sem balanceamento,treino
1940,0,0,0.02,Random Forest | Sem balanceamento,treino
1941,0,0,0.03833333333333334,Random Forest | Sem balanceamento,treino
1942,0,0,0.01,Random Forest | Sem balanceamento,treino
1944,0,0,0.005,Random Forest | Sem balanceamento,treino
1945,0,0,0.0,Random Forest | Sem balanceamento,treino
1946,0,0,0.0,Random Forest | Sem balanceamento,treino
1947,0,0,0.005,Random Forest | Sem balanceamento,treino
1949,1,1,0.915,Random Forest | Sem balanceamento,treino
1950,0,0,0.0,Random Forest | Sem balanceamento,treino
1951,0,0,0.2103492063492064,Random Forest | Sem balanceamento,treino
1952,0,0,0.0,Random Forest | Sem balanceamento,treino
1953,0,0,0.005,Random Forest | Sem balanceamento,treino
1955,0,0,0.005,Random Forest | Sem balanceamento,treino
1956,0,0,0.0,Random Forest | Sem balanceamento,treino
1957,0,0,0.0,Random Forest | Sem balanceamento,treino
1959,0,0,0.0,Random Forest | Sem balanceamento,treino
1960,0,0,0.03,Random Forest | Sem balanceamento,treino
1961,0,0,0.04,Random Forest | Sem balanceamento,treino
1962,0,0,0.0,Random Forest | Sem balanceamento,treino
1964,0,0,0.0,Random Forest | Sem balanceamento,treino
1965,0,0,0.025,Random Forest | Sem balanceamento,treino
1966,0,1,0.6722753635253631,Random Forest | Sem balanceamento,treino
1967,0,1,0.5892722262902217,Random Forest | Sem balanceamento,treino
1968,1,1,0.6722753635253631,Random Forest | Sem balanceamento,treino
1969,0,0,0.0,Random Forest | Sem balanceamento,treino
1970,0,0,0.0,Random Forest | Sem balanceamento,treino
1971,0,0,0.015,Random Forest | Sem balanceamento,treino
1972,1,1,0.995,Random Forest | Sem balanceamento,treino
1973,0,0,0.0,Random Forest | Sem balanceamento,treino
1974,1,1,0.935,Random Forest | Sem balanceamento,treino
1976,1,1,0.78,Random Forest | Sem balanceamento,treino
1977,1,1,0.78,Random Forest | Sem balanceamento,treino
1978,1,1,0.992,Random Forest | Sem balanceamento,treino
1980,0,0,0.025,Random Forest | Sem balanceamento,treino
1981,1,1,0.9975,Random Forest | Sem balanceamento,treino
1982,0,0,0.0,Random Forest | Sem balanceamento,treino
1984,0,0,0.03,Random Forest | Sem balanceamento,treino
1985,0,0,0.0,Random Forest | Sem balanceamento,treino
1986,0,0,0.085,Random Forest | Sem balanceamento,treino
1987,0,0,0.0,Random Forest | Sem balanceamento,treino
1988,0,0,0.005,Random Forest | Sem balanceamento,treino
1989,0,0,0.005,Random Forest | Sem balanceamento,treino
1992,0,0,0.01,Random Forest | Sem balanceamento,treino
1993,0,0,0.03,Random Forest | Sem balanceamento,treino
1994,0,0,0.055,Random Forest | Sem balanceamento,treino
1995,0,0,0.015,Random Forest | Sem balanceamento,treino
1996,0,0,0.0,Random Forest | Sem balanceamento,treino
1997,0,0,0.15,Random Forest | Sem balanceamento,treino
1999,1,1,0.905,Random Forest | Sem balanceamento,treino
2001,0,0,0.4668991865977161,Random Forest | Sem balanceamento,treino
2002,0,0,0.0,Random Forest | Sem balanceamento,treino
2003,0,0,0.0,Random Forest | Sem balanceamento,treino
2004,0,0,0.0,Random Forest | Sem balanceamento,treino
2005,0,0,0.0,Random Forest | Sem balanceamento,treino
2006,0,0,0.0,Random Forest | Sem balanceamento,treino
2007,0,0,0.0,Random Forest | Sem balanceamento,treino
2008,0,0,0.0,Random Forest | Sem balanceamento,treino
2009,0,0,0.0,Random Forest | Sem balanceamento,treino
2010,0,0,0.0,Random Forest | Sem balanceamento,treino
2011,0,0,0.0,Random Forest | Sem balanceamento,treino
2013,0,0,0.0,Random Forest | Sem balanceamento,treino
2015,0,0,0.0,Random Forest | Sem balanceamento,treino
2018,1,1,0.9918888888888889,Random Forest | Sem balanceamento,treino
2020,0,0,0.0,Random Forest | Sem balanceamento,treino
2021,0,0,0.0,Random Forest | Sem balanceamento,treino
2022,1,1,0.96,Random Forest | Sem balanceamento,treino
2023,0,0,0.0,Random Forest | Sem balanceamento,treino
2024,1,1,0.97,Random Forest | Sem balanceamento,treino
2025,0,0,0.0,Random Forest | Sem balanceamento,treino
2026,1,1,0.975,Random Forest | Sem balanceamento,treino
2027,1,1,0.995,Random Forest | Sem balanceamento,treino
2028,1,1,1.0,Random Forest | Sem balanceamento,treino
2029,0,0,0.005,Random Forest | Sem balanceamento,treino
2030,0,0,0.0,Random Forest | Sem balanceamento,treino
2031,1,1,0.995,Random Forest | Sem balanceamento,treino
2033,0,0,0.0,Random Forest | Sem balanceamento,treino
2034,0,0,0.0,Random Forest | Sem balanceamento,treino
2035,0,0,0.0,Random Forest | Sem balanceamento,treino
2036,0,0,0.005,Random Forest | Sem balanceamento,treino
2037,0,0,0.0,Random Forest | Sem balanceamento,treino
2038,0,0,0.0,Random Forest | Sem balanceamento,treino
2040,0,0,0.005,Random Forest | Sem balanceamento,treino
2041,0,0,0.0,Random Forest | Sem balanceamento,treino
2043,0,0,0.0,Random Forest | Sem balanceamento,treino
2045,0,0,0.0,Random Forest | Sem balanceamento,treino
2047,0,0,0.005,Random Forest | Sem balanceamento,treino
2048,0,0,0.0,Random Forest | Sem balanceamento,treino
2049,1,1,0.98,Random Forest | Sem balanceamento,treino
2051,0,0,0.4668991865977161,Random Forest | Sem balanceamento,treino
2052,0,0,0.0,Random Forest | Sem balanceamento,treino
2053,0,0,0.0,Random Forest | Sem balanceamento,treino
2054,0,0,0.0,Random Forest | Sem balanceamento,treino
2055,0,0,0.0,Random Forest | Sem balanceamento,treino
2056,0,0,0.0,Random Forest | Sem balanceamento,treino
2057,0,0,0.0,Random Forest | Sem balanceamento,treino
2058,0,0,0.0,Random Forest | Sem balanceamento,treino
2059,0,0,0.0,Random Forest | Sem balanceamento,treino
2060,0,0,0.0,Random Forest | Sem balanceamento,treino
2061,0,0,0.0,Random Forest | Sem balanceamento,treino
2063,0,0,0.0,Random Forest | Sem balanceamento,treino
2065,0,0,0.0,Random Forest | Sem balanceamento,treino
2068,1,1,0.5892722262902217,Random Forest | Sem balanceamento,treino
2070,0,0,0.0,Random Forest | Sem balanceamento,treino
2071,0,0,0.0,Random Forest | Sem balanceamento,treino
2072,1,1,0.995,Random Forest | Sem balanceamento,treino
2073,0,0,0.0,Random Forest | Sem balanceamento,treino
2074,1,1,0.97,Random Forest | Sem balanceamento,treino
2075,0,0,0.0,Random Forest | Sem balanceamento,treino
2076,1,1,0.995,Random Forest | Sem balanceamento,treino
2077,1,1,0.975,Random Forest | Sem balanceamento,treino
2079,0,0,0.005,Random Forest | Sem balanceamento,treino
2080,0,0,0.0,Random Forest | Sem balanceamento,treino
2081,1,1,0.965,Random Forest | Sem balanceamento,treino
2083,0,0,0.0,Random Forest | Sem balanceamento,treino
2084,0,0,0.0,Random Forest | Sem balanceamento,treino
2085,0,0,0.0,Random Forest | Sem balanceamento,treino
2086,0,0,0.005,Random Forest | Sem balanceamento,treino
2087,0,0,0.0,Random Forest | Sem balanceamento,treino
2088,0,0,0.0,Random Forest | Sem balanceamento,treino
2090,0,0,0.005,Random Forest | Sem balanceamento,treino
2091,0,0,0.0,Random Forest | Sem balanceamento,treino
2093,0,0,0.0,Random Forest | Sem balanceamento,treino
2095,0,0,0.0,Random Forest | Sem balanceamento,treino
2097,0,0,0.005,Random Forest | Sem balanceamento,treino
2098,0,0,0.0,Random Forest | Sem balanceamento,treino
2099,1,1,0.98,Random Forest | Sem balanceamento,treino
2100,0,0,0.0,Random Forest | Sem balanceamento,treino
2102,0,0,0.0,Random Forest | Sem balanceamento,treino
2103,0,0,0.0,Random Forest | Sem balanceamento,treino
2105,0,0,0.0,Random Forest | Sem balanceamento,treino
2106,0,0,0.0,Random Forest | Sem balanceamento,treino
2107,0,0,0.0,Random Forest | Sem balanceamento,treino
2108,0,0,0.0,Random Forest | Sem balanceamento,treino
2109,0,0,0.0,Random Forest | Sem balanceamento,treino
2110,0,0,0.0,Random Forest | Sem balanceamento,treino
2111,0,0,0.085,Random Forest | Sem balanceamento,treino
2112,0,0,0.0,Random Forest | Sem balanceamento,treino
2113,0,0,0.0,Random Forest | Sem balanceamento,treino
2114,0,0,0.0,Random Forest | Sem balanceamento,treino
2115,0,0,0.0,Random Forest | Sem balanceamento,treino
2116,0,0,0.01,Random Forest | Sem balanceamento,treino
2117,0,0,0.0,Random Forest | Sem balanceamento,treino
2118,1,1,0.995,Random Forest | Sem balanceamento,treino
2119,0,0,0.0,Random Forest | Sem balanceamento,treino
2121,0,0,0.0,Random Forest | Sem balanceamento,treino
2122,1,1,0.855,Random Forest | Sem balanceamento,treino
2123,0,0,0.0,Random Forest | Sem balanceamento,treino
2124,0,0,0.0,Random Forest | Sem balanceamento,treino
2125,0,0,0.005,Random Forest | Sem balanceamento,treino
2128,1,1,0.97,Random Forest | Sem balanceamento,treino
2129,0,0,0.0,Random Forest | Sem balanceamento,treino
2130,0,0,0.0,Random Forest | Sem balanceamento,treino
2132,0,0,0.01,Random Forest | Sem balanceamento,treino
2133,0,0,0.0,Random Forest | Sem balanceamento,treino
2134,0,0,0.0,Random Forest | Sem balanceamento,treino
2135,0,0,0.0,Random Forest | Sem balanceamento,treino
2136,0,0,0.005,Random Forest | Sem balanceamento,treino
2137,0,0,0.0,Random Forest | Sem balanceamento,treino
2138,0,0,0.0,Random Forest | Sem balanceamento,treino
2139,0,0,0.0,Random Forest | Sem balanceamento,treino
2140,0,0,0.0,Random Forest | Sem balanceamento,treino
2141,0,0,0.0,Random Forest | Sem balanceamento,treino
2142,0,0,0.0,Random Forest | Sem balanceamento,treino
2143,0,0,0.0,Random Forest | Sem balanceamento,treino
2144,0,0,0.005,Random Forest | Sem balanceamento,treino
2145,0,0,0.0,Random Forest | Sem balanceamento,treino
2147,0,0,0.0,Random Forest | Sem balanceamento,treino
2148,0,0,0.0,Random Forest | Sem balanceamento,treino
2150,0,0,0.0,Random Forest | Sem balanceamento,treino
2151,0,0,0.065,Random Forest | Sem balanceamento,treino
2153,0,0,0.005,Random Forest | Sem balanceamento,treino
2155,0,0,0.005,Random Forest | Sem balanceamento,treino
2158,0,0,0.0,Random Forest | Sem balanceamento,treino
2159,0,0,0.0,Random Forest | Sem balanceamento,treino
2160,0,0,0.015,Random Forest | Sem balanceamento,treino
2161,0,0,0.055,Random Forest | Sem balanceamento,treino
2162,0,0,0.0,Random Forest | Sem balanceamento,treino
2164,0,0,0.0,Random Forest | Sem balanceamento,treino
2165,0,0,0.0,Random Forest | Sem balanceamento,treino
2166,0,0,0.025,Random Forest | Sem balanceamento,treino
2168,1,1,0.805,Random Forest | Sem balanceamento,treino
2169,0,0,0.0,Random Forest | Sem balanceamento,treino
2171,0,0,0.0,Random Forest | Sem balanceamento,treino
2172,1,1,0.955,Random Forest | Sem balanceamento,treino
2173,0,0,0.005,Random Forest | Sem balanceamento,treino
2174,0,0,0.005,Random Forest | Sem balanceamento,treino
2175,0,0,0.015,Random Forest | Sem balanceamento,treino
2177,1,1,0.67,Random Forest | Sem balanceamento,treino
2178,1,1,0.715,Random Forest | Sem balanceamento,treino
2179,0,0,0.02,Random Forest | Sem balanceamento,treino
2180,0,0,0.0,Random Forest | Sem balanceamento,treino
2181,1,1,0.93,Random Forest | Sem balanceamento,treino
2182,0,0,0.07,Random Forest | Sem balanceamento,treino
2183,0,0,0.0,Random Forest | Sem balanceamento,treino
2184,0,0,0.0,Random Forest | Sem balanceamento,treino
2186,0,0,0.055,Random Forest | Sem balanceamento,treino
2187,0,0,0.005,Random Forest | Sem balanceamento,treino
2188,0,0,0.0,Random Forest | Sem balanceamento,treino
2189,0,0,0.01,Random Forest | Sem balanceamento,treino
2191,0,0,0.045,Random Forest | Sem balanceamento,treino
2192,0,0,0.01,Random Forest | Sem balanceamento,treino
2193,0,0,0.0,Random Forest | Sem balanceamento,treino
2194,0,0,0.015,Random Forest | Sem balanceamento,treino
2196,0,0,0.0,Random Forest | Sem balanceamento,treino
2198,0,0,0.0,Random Forest | Sem balanceamento,treino
2199,1,1,0.97,Random Forest | Sem balanceamento,treino
2200,0,0,0.0,Random Forest | Sem balanceamento,treino
2201,0,0,0.29,Random Forest | Sem balanceamento,treino
2203,0,0,0.0,Random Forest | Sem balanceamento,treino
2204,0,0,0.0,Random Forest | Sem balanceamento,treino
2206,0,0,0.0,Random Forest | Sem balanceamento,treino
2207,0,0,0.0,Random Forest | Sem balanceamento,treino
2208,0,0,0.0,Random Forest | Sem balanceamento,treino
2210,0,0,0.005,Random Forest | Sem balanceamento,treino
2211,0,0,0.055,Random Forest | Sem balanceamento,treino
2212,0,0,0.0,Random Forest | Sem balanceamento,treino
2213,0,0,0.0,Random Forest | Sem balanceamento,treino
2214,0,0,0.0,Random Forest | Sem balanceamento,treino
2215,0,0,0.0,Random Forest | Sem balanceamento,treino
2217,0,0,0.06,Random Forest | Sem balanceamento,treino
2218,1,1,0.9508333333333333,Random Forest | Sem balanceamento,treino
2219,0,0,0.0,Random Forest | Sem balanceamento,treino
2220,0,0,0.0,Random Forest | Sem balanceamento,treino
2221,0,0,0.0,Random Forest | Sem balanceamento,treino
2223,0,0,0.0,Random Forest | Sem balanceamento,treino
2224,0,0,0.095,Random Forest | Sem balanceamento,treino
2225,0,0,0.015,Random Forest | Sem balanceamento,treino
2226,1,1,0.945,Random Forest | Sem balanceamento,treino
2228,1,1,0.7583333333333333,Random Forest | Sem balanceamento,treino
2229,0,0,0.01,Random Forest | Sem balanceamento,treino
2230,0,0,0.0,Random Forest | Sem balanceamento,treino
2231,1,1,0.823125,Random Forest | Sem balanceamento,treino
2232,0,0,0.025,Random Forest | Sem balanceamento,treino
2233,0,0,0.0,Random Forest | Sem balanceamento,treino
2234,0,0,0.0,Random Forest | Sem balanceamento,treino
2235,0,0,0.0,Random Forest | Sem balanceamento,treino
2236,0,0,0.045,Random Forest | Sem balanceamento,treino
2238,0,0,0.005,Random Forest | Sem balanceamento,treino
2239,0,0,0.0,Random Forest | Sem balanceamento,treino
2240,0,0,0.005,Random Forest | Sem balanceamento,treino
2241,0,0,0.03783333333333334,Random Forest | Sem balanceamento,treino
2242,0,0,0.005,Random Forest | Sem balanceamento,treino
2244,0,0,0.0,Random Forest | Sem balanceamento,treino
2245,0,0,0.0,Random Forest | Sem balanceamento,treino
2246,0,0,0.0,Random Forest | Sem balanceamento,treino
2248,0,0,0.0,Random Forest | Sem balanceamento,treino
2249,1,1,0.985,Random Forest | Sem balanceamento,treino
2250,0,0,0.0,Random Forest | Sem balanceamento,treino
2251,0,0,0.15,Random Forest | Sem balanceamento,treino
2252,0,0,0.0,Random Forest | Sem balanceamento,treino
2253,0,0,0.0,Random Forest | Sem balanceamento,treino
2254,0,0,0.005,Random Forest | Sem balanceamento,treino
2255,0,0,0.0,Random Forest | Sem balanceamento,treino
2256,0,0,0.005,Random Forest | Sem balanceamento,treino
2257,0,0,0.0,Random Forest | Sem balanceamento,treino
2259,0,0,0.0,Random Forest | Sem balanceamento,treino
2260,0,0,0.005,Random Forest | Sem balanceamento,treino
2261,0,0,0.195,Random Forest | Sem balanceamento,treino
2262,0,0,0.0,Random Forest | Sem balanceamento,treino
2263,0,0,0.005,Random Forest | Sem balanceamento,treino
2264,0,0,0.0,Random Forest | Sem balanceamento,treino
2265,0,0,0.0,Random Forest | Sem balanceamento,treino
2266,0,0,0.03,Random Forest | Sem balanceamento,treino
2267,0,0,0.005,Random Forest | Sem balanceamento,treino
2268,1,1,0.925,Random Forest | Sem balanceamento,treino
2269,0,0,0.0,Random Forest | Sem balanceamento,treino
2271,0,0,0.0,Random Forest | Sem balanceamento,treino
2272,1,1,0.97,Random Forest | Sem balanceamento,treino
2273,0,0,0.0,Random Forest | Sem balanceamento,treino
2274,0,0,0.0,Random Forest | Sem balanceamento,treino
2275,0,0,0.005,Random Forest | Sem balanceamento,treino
2276,1,1,0.97,Random Forest | Sem balanceamento,treino
2277,1,1,0.965,Random Forest | Sem balanceamento,treino
2278,1,1,0.81,Random Forest | Sem balanceamento,treino
2279,0,0,0.015,Random Forest | Sem balanceamento,treino
2280,0,0,0.0,Random Forest | Sem balanceamento,treino
2281,1,1,0.97,Random Forest | Sem balanceamento,treino
2282,0,0,0.01,Random Forest | Sem balanceamento,treino
2283,0,0,0.0,Random Forest | Sem balanceamento,treino
2284,0,0,0.0,Random Forest | Sem balanceamento,treino
2285,0,0,0.0,Random Forest | Sem balanceamento,treino
2286,0,0,0.3,Random Forest | Sem balanceamento,treino
2287,0,0,0.0,Random Forest | Sem balanceamento,treino
2289,0,0,0.0,Random Forest | Sem balanceamento,treino
2290,0,0,0.035,Random Forest | Sem balanceamento,treino
2293,0,0,0.005,Random Forest | Sem balanceamento,treino
2294,0,0,0.0,Random Forest | Sem balanceamento,treino
2295,0,0,0.0,Random Forest | Sem balanceamento,treino
2296,0,0,0.0,Random Forest | Sem balanceamento,treino
2297,0,0,0.005,Random Forest | Sem balanceamento,treino
